"GeneID","padj","pvalue","lfcSE","stat","log2FoldChange","baseMean","Symbol","Description"
1676,0.999854284110087,0.576516188576371,0.188311592790189,0.558480687443501,0.105168387795046,576.831663453791,"DFFA","DNA fragmentation factor subunit alpha"
5195,0.999854284110087,0.365402101187391,0.245893502296084,-0.90511946484198,-0.222562995206352,297.884032825374,"PEX14","peroxisomal biogenesis factor 14"
54897,0.999854284110087,0.47952732129678,0.229565616852599,-0.707063010684402,-0.16231735620142,165.082891642416,"CASZ1","castor zinc finger 1"
148345,0.999854284110087,0.272954984437975,0.39491734141492,1.09628291352128,0.432941133646427,46.8454856429528,"C1orf127","chromosome 1 open reading frame 127"
23435,0.999854284110087,0.956504169929472,0.179318324669624,0.0545409673383886,0.00978019488898051,1739.52672959835,"TARDBP","TAR DNA binding protein"
10747,0.999854284110087,0.361469416629466,0.414279500681066,0.912568710917094,0.378058509895898,49.7144256446414,"MASP2","MBL associated serine protease 2"
6723,0.999854284110087,0.892913619616813,0.177680819506464,0.13461836626003,0.0239191016377033,598.452387531262,"SRM","spermidine synthase"
5394,0.999854284110087,0.746331130349828,0.169818176383382,-0.323480820620483,-0.0549329230527701,939.44875083319,"EXOSC10","exosome component 10"
105376736,0.999854284110087,0.994288890052006,0.356304249246828,-0.00715787595963455,-0.00255038161999951,46.5018558458159,"EXOSC10-AS1","EXOSC10 antisense RNA 1"
2475,0.999854284110087,0.651639577275793,0.153228867281374,0.451485633253863,0.0691806321773032,1018.48301610423,"MTOR","mechanistic target of rapamycin kinase"
100873935,0.999854284110087,0.792754736894583,0.476793784101196,0.262735131319334,0.12527047747807,23.7336075320051,"MTOR-AS1","MTOR antisense RNA 1"
29914,0.999854284110087,0.850387291540696,0.200688471991214,-0.188624292980994,-0.0378547211387788,331.074861593398,"UBIAD1","UbiA prenyltransferase domain containing 1"
93611,0.999854284110087,0.725566102927673,0.217201526623149,0.351029652175596,0.0762441763425324,197.954314074476,"FBXO44","F-box protein 44"
26270,0.999854284110087,0.559857525253523,0.288315171538188,-0.583053143714486,-0.168103067145922,581.113034031122,"FBXO6","F-box protein 6"
10459,0.999854284110087,0.573106825253807,0.231409772722752,-0.563481836112241,-0.130395203628133,539.908750749731,"MAD2L2","mitotic arrest deficient 2 like 2"
374946,0.999854284110087,0.83837547958219,0.686279217251419,-0.203971872155177,-0.139981656763961,11.7546315407835,"DRAXIN","dorsal inhibitory axon guidance protein"
57085,0.999854284110087,0.336876124079565,0.19919819526433,-0.960355902011296,-0.191301162492098,4292.08415113458,"AGTRAP","angiotensin II receptor associated protein"
284498,0.999854284110087,0.856356069920746,0.217261774489214,-0.181014658933443,-0.0393275660084397,406.084544309462,"C1orf167","chromosome 1 open reading frame 167"
4524,0.999854284110087,0.802621374229814,0.184126923209552,-0.249956001791897,-0.0460236295477031,1402.24039831455,"MTHFR","methylenetetrahydrofolate reductase"
1185,0.999854284110087,0.780791812960826,0.252751384688346,0.278287314849208,0.0703375041693391,822.474925931266,"CLCN6","chloride voltage-gated channel 6"
100379251,0.999854284110087,0.745762086258098,0.298192902229893,0.324232410534743,0.0966838034943491,131.428919665532,"NPPA-AS1","NPPA antisense RNA 1"
4878,0.999854284110087,0.984756453934372,0.538941217803742,0.019106114150666,0.0102970724278572,23.6044521362289,"NPPA","natriuretic peptide A"
90231,0.999854284110087,0.567625677582347,0.216240356061584,-0.571551770576654,-0.123592558377124,1938.9132980218,"KIAA2013","KIAA2013"
5351,0.999854284110087,0.415008805269476,0.147845928293077,-0.815110948349015,-0.12051083482051,2475.00460371263,"PLOD1","procollagen-lysine,2-oxoglutarate 5-dioxygenase 1"
9927,0.999854284110087,0.359867391400192,0.13633341853837,-0.915617801125595,-0.124829304902038,2487.46638661991,"MFN2","mitofusin 2"
60672,0.999854284110087,0.0842641620963161,0.175963962805723,-1.72646293411119,-0.303795259523401,1111.304453163,"MIIP","migration and invasion inhibitory protein"
943,0.999854284110087,0.789694945080975,0.246326895105499,-0.266706764667762,-0.0656970492442429,698.445633927935,"TNFRSF8","TNF receptor superfamily member 8"
102465836,0.999854284110087,0.504811093908505,0.196116134720826,-0.666939006732933,-0.13079750009501,583.834507953712,"MIR7846","microRNA 7846"
7133,0.999854284110087,0.543355467940815,0.202956624317577,-0.607746725241299,-0.123346223795036,29788.643366374,"TNFRSF1B","TNF receptor superfamily member 1B"
107984917,0.999854284110087,0.38919966905827,0.485779929742801,0.861069676434961,0.418290366922232,21.5966248206648,"LOC107984917",""
